step,timestamp,bacterium_id,x,y,z,energy_level,fitness,age,generation,neighbors_count,atp_level,size,mass,md_interactions,genetic_operations,ai_decisions
321,1749061890.575229,0,649.6510557518274,460.9443369467432,47.790652857618554,44.60638356178677,0.6873247612176905,32.100000000000186,0,1,65.23063390553915,0.5937486820730724,1e-15,0,0,0
321,1749061890.575229,1,725.0068785659209,582.8351829050742,31.94641268433959,67.6957424521176,0.8816738195338413,32.100000000000186,0,1,65.39215878881953,0.3437459776920021,1e-15,0,0,0
321,1749061890.575229,2,47.74422554899863,338.5494582614176,34.65545964700837,66.85898467926638,0.8584599677970792,32.100000000000186,0,0,30.104621790397978,0.5118476498852005,1e-15,0,0,0
321,1749061890.575229,3,203.5547086477109,507.4388956570209,23.59707066476835,65.82717090840873,0.6951547488373383,32.100000000000186,0,1,34.82253180367652,0.41746817033830247,1e-15,0,0,0
321,1749061890.575229,4,761.12700885447,437.10546784944006,41.354154749429895,62.537189411384205,0.8253438901902562,32.100000000000186,0,0,57.960698044983715,0.4180517913860771,1e-15,0,0,0
321,1749061890.575229,5,265.22701129380516,306.4694152817068,10.266926447911185,75.22765065477482,0.9493755415058345,32.100000000000186,0,0,47.603888905929175,0.5183104019424971,1e-15,0,0,0
321,1749061890.575229,6,393.9532562519464,92.30133625207182,35.443024175865894,77.92174073935051,0.4697489326996493,32.100000000000186,0,1,59.61697658109146,0.5398433413996533,1e-15,0,0,0
321,1749061890.575229,7,94.75530832668609,543.4172259746078,24.727511570025946,58.4018617796783,0.650294545980234,32.100000000000186,0,0,52.536007518884354,0.6319888924625399,1e-15,0,0,0
321,1749061890.575229,8,339.72259542641933,374.9143361661947,30.756909760940655,35.50986068294504,0.11954955101340417,32.100000000000186,0,0,62.90728763007918,0.5189331095197834,1e-15,0,0,0
321,1749061890.575229,9,220.13197325072858,48.89991474286637,31.53915877966593,73.49150566625255,0.9365327724360751,32.100000000000186,0,2,39.41820991549025,0.5192462260764585,1e-15,0,0,0
321,1749061890.575229,10,541.9257094993648,140.2683118913671,47.51587553639342,49.06157396582575,0.3144317410714873,32.100000000000186,0,0,45.202238684644925,0.5812069513268904,1e-15,0,0,0
321,1749061890.575229,11,666.2280276688518,312.3532615116667,39.00715036034528,44.773358578158685,0.8448479835496542,32.100000000000186,0,2,53.95523033366383,0.671618864595376,1e-15,0,0,0
321,1749061890.575229,12,443.65754813426406,97.65525717135469,14.349787946004362,45.544103352918626,0.9802921349481091,32.100000000000186,0,1,65.82463490918029,0.3250229180897107,1e-15,0,0,0
321,1749061890.575229,13,621.2592281893667,472.63834234176966,35.22337590995427,32.13703338371245,0.27561725723783753,32.100000000000186,0,1,31.469496803262956,0.4799724751677239,1e-15,0,0,0
