step,timestamp,bacterium_id,x,y,z,energy_level,fitness,age,generation,neighbors_count,atp_level,size,mass,md_interactions,genetic_operations,ai_decisions
150,1749062940.0715358,0,515.6332590116864,524.7565434767133,41.01756339250747,100,0.95,14.999999999999963,0,0,67.26368589036868,0.5354333621791549,1e-15,0,0,0
150,1749062940.0715358,1,111.86097105498982,121.118921828336,49.83213608833492,100,0.95,14.999999999999963,0,1,72.7237419407642,0.4002047517449876,1e-15,0,0,0
150,1749062940.0715358,2,140.27054926435272,43.37389765876161,24.995156522786367,88.22769401807908,0.95,14.999999999999963,0,0,69.90268213356582,0.7221216585357315,1e-15,0,0,0
150,1749062940.0715358,3,260.37938184118747,246.79507346846827,36.60162953432435,99.67330247718026,0.95,14.999999999999963,0,0,65.3156109660189,0.5585949778761381,1e-15,0,0,0
150,1749062940.0715358,4,158.18205254442302,477.4104818994343,18.38926311990449,57.21355791903024,0.95,14.999999999999963,0,2,66.32418941187818,0.4825123902198747,1e-15,0,0,0
150,1749062940.0715358,5,19.138855697967536,243.98271727979701,22.099118434865197,100,0.95,14.999999999999963,0,0,69.81460105888603,0.3663089966825476,1e-15,0,0,0
150,1749062940.0715358,6,109.82694160474342,228.21117328732993,17.843810584663785,83.92862892724041,0.95,14.999999999999963,0,4,69.35023207700534,0.7916734098252453,1e-15,0,0,0
150,1749062940.0715358,7,541.2282840647143,356.28270560554245,15.740112367794502,100,0.95,14.999999999999963,0,1,70.14213447501814,0.7454790294055458,1e-15,0,0,0
150,1749062940.0715358,8,19.35131318880758,85.25436475869442,15.792194286952924,98.92776187008587,0.95,14.999999999999963,0,1,68.39440180142502,0.31460902789929074,1e-15,0,0,0
150,1749062940.0715358,9,307.8615216783661,546.8434128950477,19.2195269784104,88.64745048431604,0.95,14.999999999999963,0,1,63.7159890792942,0.3833425762474554,1e-15,0,0,0
150,1749062940.0715358,10,92.49117175988437,198.7537377595646,42.42576531719655,71.02540887682892,0.95,14.999999999999963,0,3,64.91483974048874,0.39869470150435726,1e-15,0,0,0
150,1749062940.0715358,11,133.82005045155108,308.1907317769665,13.917229400049983,100,0.95,14.999999999999963,0,2,67.08449110924848,0.5294974067736314,1e-15,0,0,0
