step,timestamp,bacterium_id,x,y,z,energy_level,fitness,age,generation,neighbors_count,atp_level,size,mass,md_interactions,genetic_operations,ai_decisions
230,1749061334.1906335,0,231.457759303804,122.9466255442165,41.325637347114245,77.35961252274637,0.6853296444436843,23.000000000000057,0,1,56.74834722983004,0.48501546954217495,1e-15,0,0,0
230,1749061334.1906335,1,10,380.14379872739033,19.088729464083304,61.32123157322009,0.5666351494301504,23.000000000000057,0,0,62.05085770635219,0.34822354834276215,1e-15,0,0,0
230,1749061334.1906335,2,612.1351811893776,163.6382449139906,44.55802320687499,30.243318457357674,0.8430190038316754,23.000000000000057,0,2,36.104801436706126,0.4726804735616196,1e-15,0,0,0
230,1749061334.1906335,3,381.0755986179932,266.09214480704077,49.21831319450956,77.9203140663985,0.7192500671657737,23.000000000000057,0,0,66.35555150185765,0.40622509009933994,1e-15,0,0,0
230,1749061334.1906335,4,180.81465391785423,517.1591727366042,19.10919799110367,77.11397508433627,0.5665902694392138,23.000000000000057,0,2,54.72797560375903,0.5953143224036955,1e-15,0,0,0
230,1749061334.1906335,5,76.59417595664,446.6839567925139,44.162905009544204,66.91097294800777,0.632768167879022,23.000000000000057,0,1,64.78322719078179,0.5469597098689692,1e-15,0,0,0
230,1749061334.1906335,6,545.5178339066127,406.9167319862017,32.746406606544056,49.64132962153221,0.9519493022000552,23.000000000000057,0,3,69.44234394688955,0.7767254625261899,1e-15,0,0,0
230,1749061334.1906335,7,577.5575253684244,156.19346129036145,13.886150954298571,65.05756775893872,0.7600146764862152,23.000000000000057,0,2,33.660295549307854,0.5231971707172989,1e-15,0,0,0
230,1749061334.1906335,8,670.2341456431864,53.367872382337154,17.336025222621384,30.650788231984908,0.93224447714555,23.000000000000057,0,1,34.83515164356429,0.6938824641369922,1e-15,0,0,0
230,1749061334.1906335,9,765.399819530019,544.0765681950138,17.339160124235903,68.35067450353903,0.4984976132732469,23.000000000000057,0,0,42.005816537851835,0.36157683759179987,1e-15,0,0,0
230,1749061334.1906335,10,467.42604839791505,106.3414248564518,38.97895638584942,55.9056016547242,0.678832459261457,23.000000000000057,0,0,49.232955736107186,0.36709790589089,1e-15,0,0,0
230,1749061334.1906335,11,333.3971238200272,86.20245777382195,31.57969207093479,50.629837853131406,0.6072800931435599,23.000000000000057,0,1,31.331308620295,0.5629296871194681,1e-15,0,0,0
230,1749061334.1906335,12,173.12869040083473,362.59474516569935,10.664858635199263,87.73345495044042,0.8220624857426345,23.000000000000057,0,0,50.15920895500891,0.6093582887824991,1e-15,0,0,0
230,1749061334.1906335,13,255.22069997312994,276.2211525458105,22.05595033598849,71.87820014978055,0.4094525291656804,23.000000000000057,0,1,64.88951671570429,0.6760698506306851,1e-15,0,0,0
230,1749061334.1906335,14,487.801521267316,399.60764133886255,49.89526964814745,65.15236305382162,0.9642244356405224,23.000000000000057,0,0,36.99919855468431,0.6374771502767367,1e-15,0,0,0
230,1749061334.1906335,15,172.76432888380137,526.4551536956742,10.498228445189985,49.27805850631539,0.39180119234145494,23.000000000000057,0,2,33.323003308721376,0.6219891628538994,1e-15,0,0,0
230,1749061334.1906335,16,575.4726788832792,426.12147942781723,36.5710131929894,63.203937830975086,0.7732977665557228,23.000000000000057,0,3,64.14428562701667,0.4747038013802294,1e-15,0,0,0
230,1749061334.1906335,17,114.53265563565664,486.1943282104766,16.180311722951025,70.24557143200514,0.6248480561070798,23.000000000000057,0,0,37.453944486751666,0.39636296167412866,1e-15,0,0,0
230,1749061334.1906335,18,520.6116198698317,344.24644025331617,24.388616267528995,26.808710937295952,0.31404004151995873,23.000000000000057,0,0,45.397000184123144,0.666586219099301,1e-15,0,0,0
230,1749061334.1906335,19,315.0205438923664,354.5187704161079,30.040036238953082,38.669790604517466,0.7666795447797432,23.000000000000057,0,2,54.16375109602356,0.3153620228644002,1e-15,0,0,0
230,1749061334.1906335,20,395.1378413035029,334.51953802446354,48.745080689053665,49.995940831916776,0.9671125016664466,23.000000000000057,0,1,56.48395987816784,0.7490004666211769,1e-15,0,0,0
230,1749061334.1906335,21,274.94058146998697,290.5337700785482,33.020412456242155,55.77093616396621,0.8094044266024739,23.000000000000057,0,1,31.655238914665542,0.762676335568766,1e-15,0,0,0
230,1749061334.1906335,22,274.29807196089774,438.83993906144576,25.97324642155188,66.09098554103474,0.8119127796227378,23.000000000000057,0,0,55.63567660379902,0.3666743612526882,1e-15,0,0,0
230,1749061334.1906335,23,661.6334714543577,553.1008038876953,28.717633080964028,82.16435196964306,0.7798868241237191,23.000000000000057,0,0,54.322014935587,0.32155208687663134,1e-15,0,0,0
230,1749061334.1906335,24,67.22800426612373,512.502087402491,19.768312855896433,50.147607971070364,0.4060647372167567,23.000000000000057,0,1,42.653699326750555,0.45198709599495906,1e-15,0,0,0
230,1749061334.1906335,25,254.45128824280602,13.06528205888327,40.89352342814313,72.44850564682962,0.3138819587519263,23.000000000000057,0,0,66.57097030435747,0.5034703482689673,1e-15,0,0,0
230,1749061334.1906335,26,556.5867932386718,393.18355435623516,10.5614552095608,49.68241675649628,0.5100550363131628,23.000000000000057,0,3,60.842848581677835,0.3476177163666123,1e-15,0,0,0
230,1749061334.1906335,27,369.63775544426767,115.70467106074496,27.31800663980959,65.64941399163823,0.675873211036163,23.000000000000057,0,1,31.772710980666826,0.6995636692724085,1e-15,0,0,0
230,1749061334.1906335,28,685.9484495516941,455.5389414275712,48.58736309369659,39.67004473292973,0.6368558684392941,23.000000000000057,0,0,42.32274275361203,0.7314769146726112,1e-15,0,0,0
230,1749061334.1906335,29,86.66920312764891,372.4170325561056,28.13293814747194,67.2026230041181,0.589388052516248,23.000000000000057,0,1,57.135446173125295,0.7058586612972655,1e-15,0,0,0
230,1749061334.1906335,30,618.8647517974608,131.7009820887312,12.41105841872647,65.17873456474585,0.442486780369488,11.599999999999975,0,2,40.8589036306208,0.5037096002205879,1e-15,0,0,0
230,1749061334.1906335,31,96.6384606069886,537.0319422434557,20.859914260473886,74.76275756037387,0.8698808573667632,11.599999999999975,0,1,35.816299446312556,0.4337541055570236,1e-15,0,0,0
230,1749061334.1906335,32,502.77768345499857,452.37595992366244,45.08958593362006,70.30507262229341,0.47303962420802237,11.599999999999975,0,0,53.5246722036215,0.7287375716612394,1e-15,0,0,0
230,1749061334.1906335,33,158.2551874303279,456.2223374163638,29.55854323899302,76.2587760055316,0.8103944673746758,11.599999999999975,0,1,69.42379610438965,0.6964159019474765,1e-15,0,0,0
230,1749061334.1906335,34,410.181815108128,218.19910350908057,10.189307020655253,56.42350205390374,0.2770723866736924,11.599999999999975,0,0,68.78964589807714,0.7323061395425962,1e-15,0,0,0
230,1749061334.1906335,35,343.9275751551352,339.45120337541925,13.143189011550177,84.40082330483976,0.38949785534837333,11.599999999999975,0,3,57.74918642528488,0.3216595307267015,1e-15,0,0,0
230,1749061334.1906335,36,576.8409278436978,427.40863280225255,29.426470707563684,68.77044935494763,0.5823789419688354,11.599999999999975,0,3,61.64838273717123,0.6344940865165657,1e-15,0,0,0
230,1749061334.1906335,37,166.06536561249354,500.9163648767021,39.11044385916421,42.64060894449532,0.4002378646867162,11.599999999999975,0,3,39.41353626059894,0.6816279262368381,1e-15,0,0,0
230,1749061334.1906335,38,694.4824234814946,349.387012327714,18.143793452373988,70.5846416227229,0.7705515474625986,11.599999999999975,0,0,39.29798620183547,0.3743971865499615,1e-15,0,0,0
230,1749061334.1906335,39,348.7801413341763,495.1034576162283,46.741829945854576,82.42576787736022,0.16623231427801863,11.599999999999975,0,0,34.092382776232746,0.7370045367502863,1e-15,0,0,0
230,1749061334.1906335,40,649.3154851529189,390.47883055738953,37.97652566392154,46.640349324564866,0.9356069816678636,11.599999999999975,0,0,53.672471057552144,0.31285230331397595,1e-15,0,0,0
230,1749061334.1906335,41,303.26885181232916,248.78850988081967,48.35454749162882,67.91266480775897,0.6964116170034926,11.599999999999975,0,0,44.6266002048271,0.7118834372967384,1e-15,0,0,0
230,1749061334.1906335,42,308.79367194292445,358.36777056158707,49.612992190435826,74.0446850647231,0.42384625760448025,11.599999999999975,0,2,43.82250133367644,0.7387473967399762,1e-15,0,0,0
230,1749061334.1906335,43,324.8238290126292,570.1454585123241,30.995722519803092,61.620448612388955,0.5211940179682654,11.599999999999975,0,0,48.49782032299659,0.7537223149284598,1e-15,0,0,0
230,1749061334.1906335,44,431.69876235606904,69.04499914321424,13.733302367656108,67.93354533859153,0.8585161119781833,11.599999999999975,0,0,32.93840744251852,0.7654722132818814,1e-15,0,0,0
230,1749061334.1906335,45,50.331593566839736,443.75471960646297,40.24240341376155,52.21703479033644,0.6071004741207886,11.599999999999975,0,1,40.607357725275506,0.5849585894772816,1e-15,0,0,0
230,1749061334.1906335,46,237.90971835140815,91.96689207309407,40.98739980499192,61.37020454061354,0.3613166950456007,11.599999999999975,0,1,36.03363945387177,0.7948498190417683,1e-15,0,0,0
230,1749061334.1906335,47,26.518685144564557,181.8959360357344,28.20051224241317,68.28129221614564,0.35712275712149477,11.599999999999975,0,0,49.88164637976611,0.4160801512611864,1e-15,0,0,0
230,1749061334.1906335,48,645.5164592190908,70.6886895484799,19.881334179627235,74.37465035114943,0.7624480370891573,11.599999999999975,0,1,68.35062914690738,0.7100319170763255,1e-15,0,0,0
230,1749061334.1906335,49,608.4670700787372,330.0212445318938,20.331265543053533,71.61820386979498,0.8023567101961173,11.599999999999975,0,0,64.0886105147656,0.30624774603966914,1e-15,0,0,0
230,1749061334.1906335,50,109.78954011516386,407.3186499716697,28.169513943604873,47.1064904802041,0.48056447688564274,11.599999999999975,0,1,52.78412073122603,0.6157408495709291,1e-15,0,0,0
230,1749061334.1906335,51,333.51786137462517,156.6864772104813,30.294172977418093,59.77814999133689,0.7932905377496757,11.599999999999975,0,0,36.61794467247413,0.7650349096612823,1e-15,0,0,0
230,1749061334.1906335,52,549.8915296345828,505.4090131715058,29.921706463726238,34.931710695319374,0.8314977443611811,11.599999999999975,0,0,46.45629046739897,0.4303402371923818,1e-15,0,0,0
230,1749061334.1906335,53,390.5612414831141,337.4405849971908,18.492695634894677,54.42704182154523,0.7475597073631386,11.599999999999975,0,2,49.8557562360485,0.7740564135399945,1e-15,0,0,0
230,1749061334.1906335,54,401.12382751951077,429.6940780999492,46.13983541459728,55.893994875984774,0.4972579477314831,11.599999999999975,0,0,61.28733234307835,0.7021839813574127,1e-15,0,0,0
1379,1749061416.3904653,0,183.58140368776742,90.28143415692952,41.325637347114245,94.78555641805684,0.6166703847215871,137.89999999999645,0,1,56.74834722983004,0.48501546954217495,1e-15,0,0,0
1379,1749061416.3904653,1,115.1444221161073,338.2155361127566,19.088729464083304,78.8813802199144,0.2964901698875671,137.89999999999645,0,0,62.05085770635219,0.34822354834276215,1e-15,0,0,0
1379,1749061416.3904653,2,746.9741031246216,142.15999868880212,44.55802320687499,71.64671896630853,0.8067175373043507,137.89999999999645,0,3,36.104801436706126,0.4726804735616196,1e-15,0,0,0
1379,1749061416.3904653,3,283.89850290126446,354.5841044955815,49.21831319450956,86.78070940042844,0.8176274097173211,137.89999999999645,0,3,66.35555150185765,0.40622509009933994,1e-15,0,0,0
1379,1749061416.3904653,4,96.72076548786669,460.1237602630547,19.10919799110367,82.26723124812092,0.7878320088844526,137.89999999999645,0,5,54.72797560375903,0.5953143224036955,1e-15,0,0,0
1379,1749061416.3904653,5,51.691597141339535,250.92431809747822,44.162905009544204,93.94250222476403,0.6637020190045075,137.89999999999645,0,0,64.78322719078179,0.5469597098689692,1e-15,0,0,0
1379,1749061416.3904653,6,558.6732334657654,449.60357254208003,32.746406606544056,57.066526350297245,0.807498782283174,137.89999999999645,0,4,69.44234394688955,0.7767254625261899,1e-15,0,0,0
1379,1749061416.3904653,7,465.3702184657057,150.67775247043681,13.886150954298571,50.38097311805468,0.7875606499222145,137.89999999999645,0,3,33.660295549307854,0.5231971707172989,1e-15,0,0,0
1379,1749061416.3904653,8,679.3827158745348,52.00202422884284,17.336025222621384,13.483600178014909,0.6860315762971234,137.89999999999645,0,0,34.83515164356429,0.6938824641369922,1e-15,0,0,0
1379,1749061416.3904653,9,645.6495258506872,538.9205880668451,17.339160124235903,53.10129808761354,0.3936401068472562,137.89999999999645,0,0,42.005816537851835,0.36157683759179987,1e-15,0,0,0
1379,1749061416.3904653,10,614.727469496662,210.5132722543966,38.97895638584942,65.51679876888255,0.7640988295007071,137.89999999999645,0,4,49.232955736107186,0.36709790589089,1e-15,0,0,0
1379,1749061416.3904653,11,487.64177622273303,17.309254624460742,31.57969207093479,22.867703862975993,1,137.89999999999645,0,0,31.331308620295,0.5629296871194681,1e-15,0,0,0
1379,1749061416.3904653,12,67.99269795829957,459.3374567478328,10.664858635199263,97.21319358479752,0.748334792466621,137.89999999999645,0,4,50.15920895500891,0.6093582887824991,1e-15,0,0,0
1379,1749061416.3904653,13,241.2513605884752,74.85440907100721,22.05595033598849,91.97146843463818,0.14120134497677767,137.89999999999645,0,2,64.88951671570429,0.6760698506306851,1e-15,0,0,0
1379,1749061416.3904653,14,495.4696373523984,396.23272600469693,49.89526964814745,83.1521134705576,0.9960361498273934,137.89999999999645,0,1,36.99919855468431,0.6374771502767367,1e-15,0,0,0
1379,1749061416.3904653,15,183.21758624351963,513.4666706422422,10.498228445189985,91.49544676209429,0.9086313728271878,137.89999999999645,0,1,33.323003308721376,0.6219891628538994,1e-15,0,0,0
1379,1749061416.3904653,16,609.9307789283196,408.0112296025835,36.5710131929894,94.52575974091005,0.7884715068628831,137.89999999999645,0,3,64.14428562701667,0.4747038013802294,1e-15,0,0,0
1379,1749061416.3904653,17,118.04658293452522,440.6696778624019,16.180311722951025,63.13359584835764,0.37247594254858546,137.89999999999645,0,2,37.453944486751666,0.39636296167412866,1e-15,0,0,0
1379,1749061416.3904653,18,486.1339350709437,174.73141585813323,24.388616267528995,17.056282972433888,0.298895245421967,137.89999999999645,0,2,45.397000184123144,0.666586219099301,1e-15,0,0,0
